objid,ra,dec,u,g,r,i,z,run,camcol,field,score,clean,class,redshift,mjd,rowv,colv,mjd_sequential,month_sin,month_cos,x_cord,y_cord,z_cord,class_GALAXY,class_QUASAR,class_STAR,r_standard,g_standard,mjd_sequential_standard,month_sin_standard,month_cos_standard,x_cord_standard,y_cord_standard,z_cord_standard
1237648704054493214,215.9722554,-0.274765189,19.12044,18.93948,18.75995,18.7219,18.55098,752,3,484,0.7806134,1,QUASAR,0.9095625,51609,0.001002272,-0.000651283,1,1.0,6.123233995736766e-17,-0.8092922195963868,-0.5873866751195638,-0.004795538837069135,0.0,1.0,0.0,1.8196299389080584,1.6575598786523398,-0.8420790501473897,0.7336687706999448,0.08520711878796479,-0.06397113302166522,-0.8773531663832987,-0.2626816373033904
1237648703511724270,202.6189198,-0.69989094,19.06279,17.36686,16.32109,15.83229,15.41381,752,2,394,0.8823465,1,GALAXY,0.1328582,51959,-0.009115881,-7.66e-05,351,0.8660254037844386,0.5000000000000001,-0.9230143989921501,-0.3845714636393443,-0.012215097521198386,1.0,0.0,0.0,-0.49162279716507656,0.003642507911418832,-0.6234585793403769,0.44194513800504115,0.9341062672914372,-0.42032651410655103,-0.47442534800899905,-0.4769070586686407
1237648721759109322,160.5754994,0.398059194,19.30114,17.77502,16.94633,16.52116,16.18444,756,4,299,0.8960264,1,GALAXY,0.1241556,51910,0.001846653,-0.000427766,302,0.49999999999999994,0.8660254037844387,-0.9430577745252404,0.3325564128266641,0.0069473876645925825,1.0,0.0,0.0,0.10090307996701109,0.4329025415124273,-0.6540654452533586,-0.35505864828599676,1.5555435744979365,-0.48313365308570405,0.9502743510469781,0.07637267643371792
1237646381543129759,95.68718817,0.568587039,18.63447,16.81266,16.2981,16.07833,15.87862,211,5,365,0.8216326,0,STAR,0.000105469,52931,0.000680275,0.002160726,1323,-0.8660254037844386,0.5000000000000001,-0.09909236474783624,0.9950287565411677,0.009923553034032709,0.0,0.0,1.0,-0.5134099027809469,-0.5792071359088397,-0.016318300413472844,-3.3295172725489173,0.9341062672914372,2.1614834024584586,2.2663912943376325,0.16230370110298384
1237648722311970889,197.1735861,0.658482542,16.16508,15.01168,14.89503,14.89828,14.9498,756,5,543,0.8267832,1,STAR,-0.000212508,54652,-0.000595317,0.003305213,3044,-0.4999999999999997,-0.8660254037844388,-0.955351489045914,-0.2952481266759048,0.01149243543047657,0.0,0.0,1.0,-1.843067766045808,-2.4732896900903865,1.0586697860404386,-2.532513486257879,-1.3851293369220072,-0.5216567569009889,-0.2969689480185017,0.20760214899714632
1237648702969217078,189.7229391,-1.103270932,18.66,17.3343,16.82832,16.62553,16.5419,752,1,308,0.8152425,1,STAR,-0.000298371,54567,-1.08e-05,0.002309304,2959,0.8660254037844387,-0.4999999999999998,-0.9854532106354267,-0.16885269643461448,-0.01925452038065968,0.0,0.0,1.0,-0.010932341247813305,-0.03060069743464354,1.005576243130164,0.44194513800504137,-0.7636920297155072,-0.6159823363555587,-0.04586236391215575,-0.6801567925728952
1237648721233641518,186.6312312,-0.137884022,16.89821,16.0147,15.7274,15.61443,15.58985,756,3,473,0.8742836,0,STAR,-1.59e-05,54140,0.00275378,0.003043969,2532,0.8660254037844386,0.5000000000000001,-0.9933070909304155,-0.1154782738487087,-0.002406527846934862,0.0,0.0,1.0,-1.054249449321931,-1.4184180738063765,0.7388592687456084,0.44194513800504115,0.9341062672914372,-0.6405929489940646,0.06017524289538116,-0.1937035608711004
1237648720132702668,124.5861229,-0.9837751,16.80751,15.70595,15.46648,15.3978,15.39922,756,1,58,0.8746017,1,STAR,0.000103572,53816,0.001310569,-0.000744732,2208,1.0,6.123233995736766e-17,-0.5675606915112541,0.8231525238900069,-0.017169270944878533,0.0,0.0,1.0,-1.3015174613833858,-1.7431290581613141,0.5364791757699737,0.7336687706999448,0.08520711878796479,0.6935093450056351,1.9249291577104688,-0.6199492441121753
1237648704050233475,206.3617699,-0.298546912,19.17451,17.97717,17.98761,18.03437,18.0339,752,3,419,0.9103109,1,STAR,0.000809733,51943,-0.000695555,0.002304466,335,0.8660254037844386,0.5000000000000001,-0.8959960761350806,-0.44403139660032775,-0.005210603007461864,0.0,0.0,1.0,1.0877007022242282,0.6455027860058691,-0.6334526580058404,0.44194513800504115,0.9341062672914372,-0.3356629525290091,-0.592552883383671,-0.2746658132606745
1237648722304041037,178.9485362,0.81446277,19.50778,18.86901,18.0637,17.64402,17.52279,756,5,422,0.8511796,1,GALAXY,0.2088553,51943,-0.001581219,-0.000940197,335,0.8660254037844386,0.5000000000000001,-0.9997306006439817,0.018348621240509323,0.014214578241929364,1.0,0.0,0.0,1.1598094828380423,1.5834468970572229,-0.6334526580058404,0.44194513800504115,0.9341062672914372,-0.6607214082272828,0.3260457290613754,0.2861987631121137
1237648704588218385,208.8108701,0.199299738,18.86272,18.69566,18.63509,18.37957,18.38101,752,4,436,0.9215754,1,QUASAR,1.81123,51942,0.003173472,0.000976308,334,0.8660254037844386,0.5000000000000001,-0.8762099655443305,-0.4819170019912538,0.0034784296118965893,0.0,1.0,0.0,1.7013029268507498,1.4011354828453106,-0.6340772879224318,0.44194513800504115,0.9341062672914372,-0.27366196892829275,-0.6678192513081707,-0.023786784819251592
1237648720691003431,173.4537264,-0.495152023,17.7165,16.23134,15.68185,15.48992,15.4255,756,2,385,0.8657465,1,STAR,-0.000105127,54471,0.001392974,-0.001894303,2863,0.49999999999999994,0.8660254037844387,-0.9934430070483404,0.11400135468455447,-0.008641925528335506,0.0,0.0,1.0,-1.0974161592307112,-1.1905787615775418,0.9456117711373834,-0.35505864828599676,1.5555435744979365,-0.6410188504343647,0.5160765799372056,-0.37373862124945534
1237648720161407175,190.1299149,-1.011848061,19.03222,17.1346,16.26684,15.85519,15.55508,756,1,496,0.8303244,1,GALAXY,0.07183648,51928,-0.000679129,-0.001296312,320,0.49999999999999994,0.8660254037844387,-0.9842579800886488,-0.17585329857785414,-0.017659162242330294,1.0,0.0,0.0,-0.5430343012825639,-0.24062428796316396,-0.6428221067547123,-0.35505864828599676,1.5555435744979365,-0.6122370085818176,-0.05977028200318666,-0.6340939087866739
1237648705668579451,223.8979005,1.046235226,19.43737,18.94416,18.94003,19.02729,19.11818,752,6,537,0.885083,1,STAR,-0.000259071,51994,0.001790373,0.001860304,386,1.0,6.123233995736766e-17,-0.7204563896559958,-0.693259829322639,0.01825923468804931,0.0,0.0,1.0,1.9902877022532488,1.6624818135730888,-0.6015965322596756,0.7336687706999448,0.08520711878796479,0.21440135509457553,-1.0876886670398234,0.4029804031443077
1237648705677754492,244.8822779,0.958602343,19.18383,18.65705,18.63006,18.42868,18.00526,752,6,677,0.8595856,1,STAR,-0.000364403,51693,-0.000839935,-0.001602742,85,0.49999999999999994,-0.8660254037844387,-0.4244200945628985,-0.9053108255624343,0.016729986571545303,0.0,0.0,1.0,1.696536109049625,1.3605295197491372,-0.7896101371537066,-0.35505864828599676,-1.385129336922007,1.1420491306945262,-1.508964983916729,0.3588263185043621
1237648720684122223,157.7516696,-0.627610604,18.50181,17.21841,16.72259,16.4135,16.18869,756,2,280,0.8684083,1,GALAXY,0.05590439,51957,0.000775411,-0.001058625,349,0.8660254037844386,0.5000000000000001,-0.9254960107920583,0.37859893225803765,-0.010953652407301026,1.0,0.0,0.0,-0.1111302828209317,-0.1524816884529224,-0.6247078391735598,0.44194513800504115,0.9341062672914372,-0.4281027959484905,1.041745852476983,-0.44048526829560414
1237648704052068405,210.487416,-0.338722463,17.41602,16.28924,15.87454,15.73321,15.68575,752,3,447,0.8878528,1,STAR,6.541377e-05,51942,0.001977677,0.000589798,334,0.8660254037844386,0.5000000000000001,-0.8617255527237769,-0.5073402433751747,-0.00591178779386302,0.0,0.0,1.0,-0.9148081826703798,-1.1296855923657174,-0.6340772879224318,0.44194513800504115,0.9341062672914372,-0.22827417845607229,-0.7183269578656029,-0.29491116917961885
1237648720167305409,203.5115404,-1.021903524,18.84239,16.99919,16.13504,15.65789,15.31168,756,1,586,0.8278131,1,GALAXY,0.0553918,51955,0.000594934,-0.005031685,347,0.8660254037844386,0.5000000000000001,-0.9168338951442535,-0.39887032289928026,-0.01783463553986845,1.0,0.0,0.0,-0.6679381951569296,-0.38303437506114596,-0.6259570990067428,0.44194513800504115,0.9341062672914372,-0.4009595285658585,-0.502832527750589,-0.6391603612138068
1237648721754062932,149.0871021,0.305417336,17.39676,15.98879,15.46148,15.28628,15.23576,756,4,222,0.8592151,1,STAR,4.674777e-05,54468,0.00165215,0.003563573,2860,0.49999999999999994,0.8660254037844387,-0.8579370911606753,0.5137270999698095,0.00533051286168857,0.0,0.0,1.0,-1.3062558488596523,-1.4456675041047955,0.943737881387609,-0.35505864828599676,1.5555435744979365,-0.21640280322199176,1.3102015438407981,0.029688540531149995
1237648722829705382,153.4556282,1.159870975,19.2383,17.62852,16.78405,16.35833,16.02605,756,6,251,0.833021,1,GALAXY,0.1063452,51957,0.001471875,-0.001328032,349,0.8660254037844386,0.5000000000000001,-0.894405246672691,0.44679918160060395,0.02024218479792218,1.0,0.0,0.0,-0.052886023962671835,0.2788291513650654,-0.6247078391735598,0.44194513800504115,0.9341062672914372,-0.33067799143942195,1.1772375519389022,0.46023425622622294
1237646586100318579,82.75147789,-0.619038574,18.41981,17.11279,16.5295,16.25244,16.10431,259,2,508,0.8373343,1,STAR,3.383154e-05,53401,-0.000868291,0.000853093,1793,0.49999999999999994,0.8660254037844387,0.12616601710418865,0.9919503055131325,-0.010804051113759565,0.0,0.0,1.0,-0.294117330379367,-0.2635617667284455,0.2772577603845157,-0.35505864828599676,1.5555435744979365,2.8673442726418306,2.2602754140363204,-0.4361658199954972
1237648721756225804,154.0361592,0.41793037,19.50457,18.0898,17.29931,16.88134,16.56668,756,4,255,0.8920709,1,GALAXY,0.09678293,51883,-0.000412916,-0.002812107,275,-2.4492935982947064e-16,1.0,-0.8990466040740597,0.4377921863201587,0.007294196317378999,1.0,0.0,0.0,0.43541428224147244,0.7639552497075571,-0.6709304530013283,-1.4437860672719387,1.7830054157949091,-0.34522196777107433,1.1593435836710864,0.08638610619945392
1237648721233445204,186.2594058,-0.097316402,19.58807,18.38582,17.72097,17.40315,17.12691,756,3,470,0.896279,1,GALAXY,0.1161204,52000,-0.001888027,0.005772711,392,0.8660254037844387,-0.4999999999999998,-0.9940370191670946,-0.10902990256966442,-0.0016984908144388388,1.0,0.0,0.0,0.8350119748899251,1.0752781503998572,-0.5978487527601268,0.44194513800504137,-0.7636920297155072,-0.6428802236165566,0.07298605798449596,-0.17326035958567748
1237648705678999857,247.7800544,0.890196382,18.66115,17.78911,17.85096,17.75711,17.76518,752,6,696,0.82374,1,GALAXY,0.03313043,51671,-0.0078071,0.000624252,63,0.49999999999999994,-0.8660254037844387,-0.37811743242302753,-0.9256272644908738,0.015536232778865787,1.0,0.0,0.0,0.9582005724978836,0.4477209310494666,-0.8033519953187188,-0.35505864828599676,-1.385129336922007,1.2871413448938007,-1.5493271360197494,0.32435898424226406
1237648704590774478,214.7323553,0.094180383,19.53435,18.4241,17.92239,17.58093,17.52503,752,4,475,0.8359286,1,GALAXY,0.09709498,51609,-0.01339761,0.001965328,1,1.0,6.123233995736766e-17,-0.8218213238465999,-0.5697429330266726,0.0016437570339170187,1.0,0.0,0.0,1.0258931759838168,1.1155370539823901,-0.8420790501473897,0.7336687706999448,0.08520711878796479,-0.10323184490266968,-0.8423007930550742,-0.07675941066095546
1237648702972952667,198.1405855,-1.091873724,19.42603,17.52067,16.64694,16.24114,15.91174,752,1,365,0.8465437,1,GALAXY,0.08504208,51985,4.180162e-05,-0.00245246,377,1.0,6.123233995736766e-17,-0.9501228753040424,-0.31129311666277953,-0.01905563807255302,1.0,0.0,0.0,-0.18282208533683328,0.16540379213371093,-0.6072182015089987,0.7336687706999448,0.08520711878796479,-0.5052725770300942,-0.3288451212308816,-0.6744144501951229
1237648722305024042,181.2558563,0.819264957,18.50125,17.55103,17.15177,16.98775,16.92291,756,5,437,0.8513175,1,STAR,0.000188197,54552,0.002135849,0.000548781,2944,1.0,6.123233995736766e-17,-0.9996575895630562,-0.021914831794758054,0.01429838369843856,0.0,0.0,1.0,0.295593944591821,0.19733326738882478,0.996206794381292,0.7336687706999448,0.08520711878796479,-0.660492623554804,0.24605535174542834,0.28861848374479665
1237648722832982225,160.8732481,1.237465609,19.39831,18.23954,17.60842,17.25526,17.08514,756,6,301,0.8524922,1,GALAXY,0.1199553,52022,-0.005350825,0.000267417,414,0.8660254037844387,-0.4999999999999998,-0.9445756787037205,0.3275826500821924,0.02159617018208423,1.0,0.0,0.0,0.728350872799179,0.9214361332615929,-0.5841068945951146,0.44194513800504137,-0.7636920297155072,-0.48789009835299163,0.9403931032001577,0.4993279681022342
1237648703510216764,199.0928868,-0.711272651,17.32705,16.03811,15.51668,15.2844,15.16672,752,2,371,0.836858,1,STAR,0.000286315,54652,-0.001910145,0.003629364,3044,-0.4999999999999997,-0.8660254037844388,-0.9449167139867889,-0.3270753780343123,-0.012413730789768188,0.0,0.0,1.0,-1.2539440511216782,-1.3937978822476769,1.0586697860404386,-2.532513486257879,-1.3851293369220072,-0.48895875320033055,-0.3601993381904161,-0.4826422105109658
1237648722830164052,154.5210088,1.189890351,16.54127,16.31457,16.43586,16.56162,16.72665,756,6,258,0.8355726,1,QUASAR,4.09963,55543,0.000646233,0.003713029,3935,-2.4492935982947064e-16,1.0,-0.9025484156596846,0.43008735177012986,0.020766011594665377,0.0,1.0,0.0,-0.3828578510348707,-1.1030461454549139,1.6152150417234339,-1.4437860672719387,1.7830054157949091,-0.35619510782794983,1.144036584982377,0.47535874287456736
1237648705130725414,221.6858026,0.541573251,18.76614,17.47334,16.93288,16.72206,16.60205,752,5,522,0.8770919,1,STAR,-9.47e-05,54626,0.000855024,-0.000915155,3018,1.2246467991473532e-16,-1.0,-0.7467696364825782,-0.6650156147911631,0.009452095619990561,0.0,0.0,1.0,0.08815681765585709,0.1156270443134074,1.0424294082090604,-1.4437860672719378,-1.61259117821898,0.13194719223655374,-1.031576604932622,0.1486912791950623
1237648705129087211,217.9758332,0.515722067,19.32095,17.40596,16.35528,15.92978,15.58118,752,5,497,0.8203077,1,GALAXY,0.1308362,51637,-0.000414704,-0.000428224,29,0.8660254037844387,-0.4999999999999998,-0.7882384313275898,-0.6153041188708386,0.00900092655238039,1.0,0.0,0.0,-0.45922170360237197,0.04476380180057963,-0.8245894124828287,0.44194513800504137,-0.7636920297155072,0.0020021958546468364,-0.9328160412988001,0.1356646440904033
1237646381543325839,96.02902532,0.589748098,17.61158,15.86968,15.39163,15.18249,15.02199,211,5,368,0.8414623,1,STAR,0.000112192,52931,0.000109251,-0.003107186,1323,-0.8660254037844386,0.5000000000000001,-0.10502669822838323,0.9944161350276949,0.01029286431589269,0.0,0.0,1.0,-1.3724511219030866,-1.5709349546198275,-0.016318300413472844,-3.3295172725489173,0.9341062672914372,2.142887806769198,2.2651742147699254,0.17296685080495022
1237648704048660701,202.7644032,-0.383242846,19.54072,18.2978,17.7377,17.37399,17.11403,752,3,395,0.8822005,1,GALAXY,0.09429195,51959,-0.008339115,-0.002444474,351,0.8660254037844386,0.5000000000000001,-0.922083102159827,-0.3869341192902875,-0.0066887996202152356,1.0,0.0,0.0,0.8508666193855097,0.9827079128519334,-0.6234585793403769,0.44194513800504115,0.9341062672914372,-0.4174082387151633,-0.47911917585384534,-0.3173458843685615
1237648720140107938,141.3810598,-0.988899732,18.70781,17.78146,17.33683,17.07146,16.96166,756,1,171,0.7939464,1,GALAXY,0.1588083,58930,0.000625725,-0.009183868,7322,1.0,6.123233995736766e-17,-0.7811978237146069,0.6240449483160708,-0.017258699393479963,1.0,0.0,0.0,0.47097114186337186,0.43967546050593354,3.730836569218726,0.7336687706999448,0.08520711878796479,0.024064368970959153,1.529367205220399,-0.6225313177771038
1237648720140370189,142.0770443,-0.85282656,19.31755,17.05962,16.20133,15.90791,15.75281,756,1,175,0.808064,0,STAR,-1.76e-06,56749,0.003255977,0.000530102,5141,0.8660254037844387,-0.4999999999999998,-0.78875052378415,0.6145332174415171,-0.014884081805942228,0.0,0.0,1.0,-0.6051166539965985,-0.31948041624472867,2.368518721132741,0.44194513800504137,-0.7636920297155072,0.00039752292736188,1.5104704915948473,-0.553968823034695
1237648720685564025,160.9911005,-0.561372535,19.58396,17.64963,16.73063,16.29203,15.94702,756,2,302,0.8732568,0,GALAXY,0.06164807,51910,-0.002874445,-0.002949239,302,0.49999999999999994,0.8660254037844387,-0.945422614512903,0.32569938006205823,-0.009797642307101307,1.0,0.0,0.0,-0.10351095575909515,0.3010304432832244,-0.6540654452533586,-0.35505864828599676,1.5555435744979365,-0.4905440233361327,0.9366516585861948,-0.4071077102276969
1237648704594575457,223.3905162,0.1732812,18.35542,17.45857,17.14945,17.01323,16.98598,752,4,533,0.961145,1,STAR,0.000162757,54970,0.001826169,-4.68e-05,3362,0.49999999999999994,-0.8660254037844387,-0.7266850668254174,-0.6869640944941506,0.003024322861445145,0.0,0.0,1.0,0.29339533280283603,0.10009350183916625,1.2573020995165245,-0.35505864828599676,-1.385129336922007,0.19488341551447394,-1.075181090901959,-0.03689823983993278
1237648722837110926,170.3576463,1.219960916,18.80995,17.45709,16.80987,16.47145,16.25342,756,6,364,0.8366529,0,GALAXY,0.0730024,51612,0.001055413,-0.006992572,4,1.0,6.123233995736766e-17,-0.9856490194456591,0.16745959350317374,0.021290725905018057,1.0,0.0,0.0,-0.028416991035235553,0.09853699250525348,-0.8402051603976153,0.7336687706999448,0.08520711878796479,-0.61659591519797,0.6222807023208923,0.4905088547635835
1237648722836652111,169.2207209,1.104321507,19.35414,18.08788,17.29839,16.94753,16.66167,756,6,357,0.854053,0,GALAXY,0.1308925,51984,0.001464673,0.001268801,376,1.0,6.123233995736766e-17,-0.9821724912428432,0.18699132221626197,0.019272852970984543,1.0,0.0,0.0,0.4345424189458422,0.7619359943554532,-0.6078428314255903,0.7336687706999448,0.08520711878796479,-0.6057020021622781,0.6610838906123725,0.43224667260987565
1237648721791942668,235.5423081,0.36594604,18.65044,18.5897,18.34734,18.38396,18.62429,756,4,800,0.8480688,0,QUASAR,1.121082,51663,0.03489481,-0.001901198,55,0.8660254037844387,-0.4999999999999998,-0.5657859945550698,-0.8245273892479568,0.006386919858505255,0.0,1.0,0.0,1.4286087275916488,1.2896978281011846,-0.8083490346514506,0.44194513800504137,-0.7636920297155072,0.6990704660946915,-1.3484745871786805,0.060190251436185074
1237648705130594334,221.3649932,0.454014692,17.52671,16.10266,15.5727,15.35048,15.24569,752,5,520,0.8928711,1,STAR,0.000836224,54653,-0.000932077,0.001714149,3045,-0.4999999999999997,-0.8660254037844388,-0.7504914179976735,-0.6608326885363559,0.007923968302115834,0.0,0.0,1.0,-1.2008551578375957,-1.325910937988207,1.05929441595703,-2.532513486257879,-1.3851293369220072,0.12028476299739098,-1.0232664918105872,0.10456955544999538
1237648720133423607,126.1770884,-0.917611317,19.41201,18.25106,17.91051,17.78537,17.78052,756,1,69,0.8661684,1,STAR,8.776781e-05,53083,0.001375846,0.002718537,1475,1.0,6.123233995736766e-17,-0.5902072312790784,0.8070929035740277,-0.016014654112083873,0.0,0.0,1.0,1.0146347673402076,0.9335516653742018,0.07862544690842985,0.7336687706999448,0.08520711878796479,0.622545032220774,1.8930239187956444,-0.5866119139485989
1237648720163176454,194.0530491,-0.868663826,17.77733,16.50406,16.65345,16.78403,16.86071,756,1,523,0.8238893,1,STAR,-0.000912148,51689,0.002168781,0.003672261,81,0.49999999999999994,-0.8660254037844387,-0.9699598325861609,-0.24279226414677,-0.01516046305070287,0.0,0.0,1.0,-0.17665270484273643,-0.9037603659393946,-0.7921086568200725,-0.35505864828599676,-1.385129336922007,-0.5674328918375794,-0.19275622109556168,-0.561948797469421
1237649918427070483,10.7652692,13.78859165,17.80628,16.24094,15.6313,15.43697,15.33327,1035,1,35,0.8139091,1,STAR,-0.00014964,53242,0.000723027,0.00014982,1634,-0.8660254037844385,-0.5000000000000004,0.9540895926591693,0.1814030100260753,0.23834008712958876,0.0,0.0,1.0,-1.14532125661576,-1.1804824848170332,0.1779416036464728,-3.329517272548917,-0.7636920297155084,5.461693262818216,0.6499817330239313,6.757389789993891
1237648720164421894,196.9592746,-0.868432739,16.05811,15.1065,14.45731,14.11272,13.72338,756,1,542,0.8172338,0,GALAXY,0.01819028,55337,-0.1398193,-0.002345731,3729,0.49999999999999994,-0.8660254037844387,-0.9564024598699042,-0.29165839157447404,-0.015156430285095604,1.0,0.0,0.0,-2.2578851592680245,-2.3735679231704347,1.486541278905592,-0.35505864828599676,-1.385129336922007,-0.5249500380400073,-0.2898373126623332,-0.5618323591543859
1237648720683794439,156.9319938,-0.489130442,19.25981,19.13511,19.50545,19.75858,20.20325,756,2,275,0.8754995,1,STAR,-2.01e-05,55289,1.207819e-05,-0.002350295,3681,0.8660254037844387,-0.4999999999999998,-0.9200069080923874,0.3918091519410624,-0.008536832990701864,0.0,0.0,1.0,2.5261235116192933,1.863303068512604,1.4565590429092017,0.44194513800504137,-0.7636920297155072,-0.41090235805019787,1.0679902596803625,-0.3707042772789618
1237648722831016218,156.4666089,1.190625174,18.80906,16.67648,15.63108,15.18626,14.84783,756,6,271,0.8396616,0,GALAXY,0.09613109,55644,0.003332837,0.0263934,4036,1.0,6.123233995736766e-17,-0.9166295877647034,0.3991972430963506,0.020778833908166327,1.0,0.0,0.0,-1.1455297456647147,-0.7224270285386534,1.6783026632991718,0.7336687706999448,0.08520711878796479,-0.40031931893845885,1.082667992328838,0.4757289624023803
1237648720165208071,198.70357,-0.951953489,17.6306,15.63572,14.81702,14.48184,14.29261,756,1,554,0.8351933,1,STAR,0.000339154,54652,-0.00058567,-0.001212373,3044,-0.4999999999999997,-0.8660254037844388,-0.9470595666065311,-0.32062774940488203,-0.016613958306487202,0.0,0.0,1.0,-1.916996087450508,-1.8169896328374187,1.0586697860404386,-2.532513486257879,-1.3851293369220072,-0.4956735125021158,-0.34738999850438673,-0.6039156646213497
1237648722307121155,185.9771906,0.830530174,18.26593,17.30194,16.92987,16.73561,16.60533,756,5,469,0.8723025,1,GALAXY,0.02422025,52000,0.003478862,-0.002606582,392,0.8660254037844387,-0.4999999999999998,-0.9944589426851784,-0.10412159676666366,0.014494978449006666,1.0,0.0,0.0,0.08530430839514531,-0.06463356368152912,-0.5978487527601268,0.44194513800504137,-0.7636920297155072,-0.6442023466788678,0.08273726419177739,0.29429477731852843
1237648705671069907,229.5783526,0.878270985,18.20563,16.97839,16.40837,16.12912,15.95455,752,6,575,0.8559583,1,GALAXY,0.05292236,51689,0.004875991,0.000674843,81,0.49999999999999994,-0.8660254037844387,-0.6483314014205648,-0.7612039428862364,0.015328120122641394,1.0,0.0,0.0,-0.4089095053793804,-0.40490964137558133,-0.7921086568200725,-0.35505864828599676,-1.385129336922007,0.44040940211708485,-1.2226715080691117,0.31835013339693324
1237648705128890599,217.535526,0.557287369,19.18986,18.02104,17.29524,16.87472,16.61034,752,5,494,0.8558916,1,GALAXY,0.1300456,51613,0.000651728,-0.000119192,5,1.0,6.123233995736766e-17,-0.7929382185661382,-0.6092244083493045,0.009726346107308962,1.0,0.0,0.0,0.43155723483579334,0.691640667410405,-0.8395805304810238,0.7336687706999448,0.08520711878796479,-0.012724873933405578,-0.920737635153076,0.15660973212556903
1237648720164552888,197.3280375,-0.859613223,19.2966,18.03076,17.56077,17.40256,17.34377,756,1,544,0.8299291,1,STAR,0.000169125,56727,-0.001296084,0.002564954,5119,1.0,6.123233995736766e-17,-0.9545077294715378,-0.297808527122559,-0.015002518194677199,0.0,0.0,1.0,0.6831940401503682,0.7018631476304227,2.3547768629677286,0.7336687706999448,0.08520711878796479,-0.5190127848432211,-0.3020556304157715,-0.5573884449235279
1237648722831016203,156.4489454,1.242726529,19.01802,17.82012,17.21021,16.82471,16.58229,756,6,271,0.8396616,1,GALAXY,0.09811465,51941,-0.004521976,-0.001805098,333,0.8660254037844386,0.5000000000000001,-0.9164887771112218,0.3994720934277933,0.021687969051841425,1.0,0.0,0.0,0.35097621741441687,0.48033400837690315,-0.6347019178390233,0.44194513800504115,0.9341062672914372,-0.399878080172645,1.0832140304865256,0.5019784830980457
1237648722312298550,197.9060934,0.66581649,16.41787,14.49448,13.66869,13.26782,13.00789,756,5,548,0.8264872,0,GALAXY,0.018674,51985,0.00357317,-0.008413631,377,1.0,6.123233995736766e-17,-0.951497462223985,-0.3074370586389898,0.011620428422499385,1.0,0.0,0.0,-3.005242585574576,-3.01722660056285,-0.6072182015089987,0.7336687706999448,0.08520711878796479,-0.509579928931835,-0.32118438890360324,0.21129769934120354
1237648704053903529,214.7141409,-0.280190956,18.78383,17.5215,16.98007,16.62821,16.49047,752,3,475,0.8290304,1,GALAXY,0.05139021,51615,5.079947e-05,-0.003366648,7,1.0,6.123233995736766e-17,-0.8219936858899994,-0.5694756061118121,-0.004890235225126806,1.0,0.0,0.0,0.1328777186568545,0.16627669939529724,-0.8383312706478409,0.7336687706999448,0.08520711878796479,-0.10377195187200992,-0.8417697014776165,-0.2654158125417122
1237648704049578294,204.8593099,-0.266646927,19.55827,17.47205,16.32498,15.90119,15.54874,752,3,409,0.8905537,1,GALAXY,0.1463133,51955,-0.000868541,-0.000927009,347,0.8660254037844386,0.5000000000000001,-0.9073329693404646,-0.420386993647321,-0.004653850017215765,1.0,0.0,0.0,-0.4879363317085433,0.11427035712371296,-0.6259570990067428,0.44194513800504115,0.9341062672914372,-0.3711877984296828,-0.5455791498600047,-0.25859064639300644
1237648720688906423,168.7310193,-0.615955505,19.09632,17.93002,17.40165,17.01023,16.8565,756,2,353,0.8802936,1,GALAXY,0.07828303,51984,0.00290531,-0.002563268,376,1.0,6.123233995736766e-17,-0.9806639264246222,0.19540392946895896,-0.01075024453365626,1.0,0.0,0.0,0.5323995971056831,0.5959153433748217,-0.6078428314255903,0.7336687706999448,0.08520711878796479,-0.600974822349644,0.6777970033144718,-0.43461225895695327
1237648705129349141,218.546907,0.615752696,18.10308,16.30075,15.44654,15.02756,14.69516,752,5,501,0.8841197,1,GALAXY,0.02992242,51637,0.000560396,0.002067166,29,0.8660254037844387,-0.4999999999999998,-0.7820530891474199,-0.6231191491885597,0.010746705053328871,1.0,0.0,0.0,-1.320414150638734,-1.1175805772080634,-0.8245894124828287,0.44194513800504137,-0.7636920297155072,0.021384342604438767,-0.9483419631143613,0.18607062521379056
1237648702971642125,195.2270318,-1.224238239,19.44228,18.28106,17.88043,17.59682,17.48162,752,1,345,0.8617562,0,GALAXY,0.04734872,51689,-0.008397796,0.000542342,81,0.49999999999999994,-0.8660254037844387,-0.9646724361965094,-0.2625844857122576,-0.021365362293224267,1.0,0.0,0.0,0.9861286282829943,0.9651025302507958,-0.7921086568200725,-0.35505864828599676,-1.385129336922007,-0.5508645129567636,-0.2320769239065561,-0.7411032743524443
1237648722306727938,185.0711481,0.718114239,19.46431,19.33361,19.14591,19.0513,19.03554,756,5,463,0.8679585,1,QUASAR,1.275072,52000,0.002113075,0.001229602,392,0.8660254037844387,-0.4999999999999998,-0.996007467478812,-0.08838577592261451,0.01253312973684824,0.0,1.0,0.0,2.185395544975971,2.07206462444606,-0.5978487527601268,0.44194513800504137,-0.7636920297155072,-0.6490547435102219,0.11399921893741506,0.23765018632472654
1237648722308366384,188.9373263,0.77464258,18.99029,18.09318,17.86954,17.77946,17.76632,756,5,488,0.8629987,1,STAR,0.000605494,54562,0.000190078,0.000815268,2954,0.8660254037844387,-0.4999999999999998,-0.9877685824094543,-0.15533977798323187,0.013519651657398839,0.0,0.0,1.0,0.9758084203596875,0.7675099804836533,1.0024530935472067,0.44194513800504137,-0.7636920297155072,-0.6232376949432217,-0.019016592770298185,0.26613410068045085
